instruNet waves in merged TEXT form #2

Notes:	
Date & Time:	01/20/2020	17:38:52
ChanName:	Ch1 Vin+	Ch4 Vin+
UserName:	Ch1 Vin+	Ch4 Vin+
vUnits:	Volts	Volts
hUnits:	Secs	Secs
PtsPerScan:	0000010000	0000010000
NumScansBeforeLastScan:	0000000000	0000000000
PtsInLastScan:	0000010000	0000010000
1stPtTime:	+0.000000000e+000	+0.000000000e+000
SamplePeriod:	+2.000000000e-001	+2.000000000e-001
netNum:	01	01
devNum:	01	01
modNum:	01	01
chNum:	001	004
BytesPerRow:	-1	-1
FirstDataByte:	-1	-1
key:	21940	21940
1904secs:	3662402482	3662402482
DataType:	+05	+05
Internal1:	+5.000000000e+000	+5.000000000e+000
External1:	+5.000000000e+000	+5.000000000e+000
Internal2:	-5.000000000e+000	-5.000000000e+000
External2:	-5.000000000e+000	-5.000000000e+000
Secs	Ch1 Vin+	Ch4 Vin+
+0.7360000e+2	+1.0823982e+0	+0.1360607e-2
+0.7380000e+2	+1.0854501e+0	+0.1362985e-2
+0.7400000e+2	+1.0817878e+0	+0.1386769e-2
+0.7420000e+2	+1.0799567e+0	+0.1347526e-2
+0.7440000e+2	+1.0860604e+0	+0.1328499e-2
+0.7460000e+2	+1.0769048e+0	+0.1370121e-2
+0.7480000e+2	+1.0732425e+0	+0.1360607e-2
+0.7500000e+2	+1.0683596e+0	+0.1370121e-2
+0.7520000e+2	+1.0695803e+0	+0.1341580e-2
+0.7540000e+2	+1.0787359e+0	+0.1367742e-2
+0.7560000e+2	+1.0732425e+0	+0.1380823e-2
+0.7580000e+2	+1.0659181e+0	+0.1348715e-2
+0.7600000e+2	+1.0738530e+0	+0.1348715e-2
+0.7620000e+2	+1.0762944e+0	+0.1333256e-2
+0.7640000e+2	+1.0750737e+0	+0.1329688e-2
+0.7660000e+2	+1.0646974e+0	+0.1324931e-2
+0.7680000e+2	+1.0756841e+0	+0.1378445e-2
+0.7700000e+2	+1.0750737e+0	+0.1362985e-2
+0.7720000e+2	+1.0695803e+0	+0.1343958e-2
+0.7740000e+2	+1.0677493e+0	+0.1370121e-2
+0.7760000e+2	+1.0756841e+0	+0.1329688e-2
+0.7780000e+2	+1.0744634e+0	+0.1352283e-2
+0.7800000e+2	+1.0695803e+0	+0.1355850e-2
+0.7820000e+2	+1.0708011e+0	+0.1371310e-2
+0.7840000e+2	+1.0640870e+0	+0.1370121e-2
+0.7860000e+2	+1.0732425e+0	+0.1342769e-2
+0.7880000e+2	+1.0799567e+0	+0.1362985e-2
+0.7900000e+2	+1.0708011e+0	+0.1379634e-2
+0.7920000e+2	+1.0701907e+0	+0.1342769e-2
+0.7940000e+2	+1.0823982e+0	+0.1374877e-2
+0.7960000e+2	+1.0720218e+0	+0.1347526e-2
+0.7980000e+2	+1.0732425e+0	+0.1345148e-2
+0.8000000e+2	+1.0799567e+0	+0.1358229e-2
+0.8020000e+2	+1.0646974e+0	+0.1362985e-2
+0.8040000e+2	+1.0775152e+0	+0.1347526e-2
+0.8060000e+2	+1.0799567e+0	+0.1366553e-2
+0.8080000e+2	+1.0677493e+0	+0.1370121e-2
+0.8100000e+2	+1.0799567e+0	+0.1352283e-2
+0.8120000e+2	+1.0799567e+0	+0.1373688e-2
+0.8140000e+2	+1.0695803e+0	+0.1364175e-2
+0.8160000e+2	+1.0805671e+0	+0.1364175e-2
+0.8180000e+2	+1.0817878e+0	+0.1352283e-2
+0.8200000e+2	+1.0695803e+0	+0.1345148e-2
+0.8220000e+2	+1.0842294e+0	+0.1328499e-2
+0.8240000e+2	+1.0769048e+0	+0.1371310e-2
+0.8260000e+2	+1.0701907e+0	+0.1360607e-2
+0.8280000e+2	+1.0866708e+0	+0.1342769e-2
+0.8300000e+2	+1.0769048e+0	+0.1332066e-2
+0.8320000e+2	+1.0872811e+0	+0.1391526e-2
+0.8340000e+2	+1.0891123e+0	+0.1339202e-2
+0.8360000e+2	+1.0842294e+0	+0.1340391e-2
+0.8380000e+2	+1.0793463e+0	+0.1380823e-2
+0.8400000e+2	+1.0903330e+0	+0.1362985e-2
+0.8420000e+2	+1.0927745e+0	+0.1367742e-2
+0.8440000e+2	+1.0933849e+0	+0.1341580e-2
+0.8460000e+2	+1.0921642e+0	+0.1362985e-2
+0.8480000e+2	+1.0909435e+0	+0.1345148e-2
+0.8500000e+2	+1.0927745e+0	+0.1348715e-2
+0.8520000e+2	+1.0854501e+0	+0.1366553e-2
+0.8540000e+2	+1.0946057e+0	+0.1359418e-2
+0.8560000e+2	+1.0872811e+0	+0.1343958e-2
+0.8580000e+2	+1.0732425e+0	+0.1415310e-2
+0.8600000e+2	+1.0811775e+0	+0.1348715e-2
+0.8620000e+2	+1.0897226e+0	+0.1332066e-2
+0.8640000e+2	+1.0799567e+0	+0.1349904e-2
+0.8660000e+2	+1.0823982e+0	+0.1348715e-2
+0.8680000e+2	+1.0872811e+0	+0.1379634e-2
+0.8700000e+2	+1.0732425e+0	+0.1347526e-2
+0.8720000e+2	+1.0848397e+0	+0.1348715e-2
+0.8740000e+2	+1.0811775e+0	+0.1367742e-2
+0.8760000e+2	+1.0732425e+0	+0.1326121e-2
+0.8780000e+2	+1.0781256e+0	+0.1367742e-2
+0.8800000e+2	+1.0805671e+0	+0.1371310e-2
+0.8820000e+2	+1.0787359e+0	+0.1353472e-2
+0.8840000e+2	+1.0799567e+0	+0.1333256e-2
+0.8860000e+2	+1.0799567e+0	+0.1362985e-2
+0.8880000e+2	+1.0775152e+0	+0.1340391e-2
+0.8900000e+2	+1.0799567e+0	+0.1341580e-2
+0.8920000e+2	+1.0701907e+0	+0.1348715e-2
+0.8940000e+2	+1.0988783e+0	+0.1372499e-2
+0.8960000e+2	+1.0787359e+0	+0.1352283e-2
+0.8980000e+2	+1.0769048e+0	+0.1342769e-2
+0.9000000e+2	+1.0769048e+0	+0.1359418e-2
+0.9020000e+2	+1.0775152e+0	+0.1353472e-2
+0.9040000e+2	+1.0799567e+0	+0.1326121e-2
+0.9060000e+2	+1.0891123e+0	+0.1332066e-2
+0.9080000e+2	+1.0769048e+0	+0.1328499e-2
+0.9100000e+2	+1.0775152e+0	+0.1332066e-2
+0.9120000e+2	+1.0805671e+0	+0.1339202e-2
+0.9140000e+2	+1.0750737e+0	+0.1360607e-2
+0.9160000e+2	+1.0878916e+0	+0.1370121e-2
+0.9180000e+2	+1.0927745e+0	+0.1339202e-2
+0.9200000e+2	+1.0799567e+0	+0.1330877e-2
+0.9220000e+2	+1.0781256e+0	+0.1351094e-2
+0.9240000e+2	+1.0830085e+0	+0.1315418e-2
+0.9260000e+2	+1.0708011e+0	+0.1368931e-2
+0.9280000e+2	+1.0708011e+0	+0.1397472e-2
+0.9300000e+2	+1.0878916e+0	+0.1339202e-2
+0.9320000e+2	+1.0860604e+0	+0.1343958e-2
+0.9340000e+2	+1.0878916e+0	+0.1357040e-2
+0.9360000e+2	+1.0927745e+0	+0.1352283e-2
+0.9380000e+2	+1.0872811e+0	+0.1334445e-2
+0.9400000e+2	+1.0909435e+0	+0.1360607e-2
+0.9420000e+2	+1.0946057e+0	+0.1341580e-2
+0.9440000e+2	+1.0891123e+0	+0.1334445e-2
+0.9460000e+2	+1.0933849e+0	+0.1343958e-2
+0.9480000e+2	+1.0939952e+0	+0.1339202e-2
+0.9500000e+2	+1.0946057e+0	+0.1324931e-2
+0.9520000e+2	+1.0854501e+0	+0.1339202e-2
+0.9540000e+2	+1.0842294e+0	+0.1359418e-2
+0.9560000e+2	+1.0891123e+0	+0.1366553e-2
+0.9580000e+2	+1.0854501e+0	+0.1336823e-2
+0.9600000e+2	+1.0878916e+0	+0.1364175e-2
+0.9620000e+2	+1.0921642e+0	+0.1328499e-2
+0.9640000e+2	+1.0891123e+0	+0.1357040e-2
+0.9660000e+2	+1.0897226e+0	+0.1362985e-2
+0.9680000e+2	+1.0897226e+0	+0.1364175e-2
+0.9700000e+2	+1.0878916e+0	+0.1336823e-2
+0.9720000e+2	+1.0842294e+0	+0.1367742e-2
+0.9740000e+2	+1.0854501e+0	+0.1347526e-2
+0.9760000e+2	+1.0909435e+0	+0.1316607e-2
+0.9780000e+2	+1.0909435e+0	+0.1346337e-2
+0.9800000e+2	+1.0946057e+0	+0.1352283e-2
+0.9820000e+2	+1.0927745e+0	+0.1368931e-2
+0.9840000e+2	+1.0872811e+0	+0.1342769e-2
+0.9860000e+2	+1.0836189e+0	+0.1339202e-2
+0.9880000e+2	+1.0866708e+0	+0.1349904e-2
+0.9900000e+2	+1.0891123e+0	+0.1333256e-2
+0.9920000e+2	+1.0872811e+0	+0.1361796e-2
+0.9940000e+2	+1.0915538e+0	+0.1360607e-2
+0.9960000e+2	+1.0854501e+0	+0.1353472e-2
+0.9980000e+2	+1.0878916e+0	+0.1360607e-2
+1.0000000e+2	+1.0939952e+0	+0.1334445e-2
+1.0020000e+2	+1.0830085e+0	+0.1339202e-2
+1.0040000e+2	+1.0854501e+0	+0.1335634e-2
+1.0060000e+2	+1.0878916e+0	+0.1351094e-2
+1.0080000e+2	+1.0848397e+0	+0.1339202e-2
+1.0100000e+2	+1.0885019e+0	+0.1333256e-2
+1.0120000e+2	+1.0872811e+0	+0.1370121e-2
+1.0140000e+2	+1.0781256e+0	+0.1324931e-2
+1.0160000e+2	+1.0830085e+0	+0.1346337e-2
+1.0180000e+2	+1.0854501e+0	+0.1330877e-2
+1.0200000e+2	+1.0744634e+0	+0.1359418e-2
+1.0220000e+2	+1.0738530e+0	+0.1324931e-2
+1.0240000e+2	+1.0775152e+0	+0.1330877e-2
+1.0260000e+2	+1.0799567e+0	+0.1359418e-2
+1.0280000e+2	+1.0799567e+0	+0.1341580e-2
+1.0300000e+2	+1.0866708e+0	+0.1354661e-2
+1.0320000e+2	+1.0738530e+0	+0.1362985e-2
+1.0340000e+2	+1.0732425e+0	+0.1328499e-2
+1.0360000e+2	+1.0732425e+0	+0.1335634e-2
+1.0380000e+2	+1.0787359e+0	+0.1345148e-2
+1.0400000e+2	+1.0775152e+0	+0.1358229e-2
+1.0420000e+2	+1.0799567e+0	+0.1333256e-2
+1.0440000e+2	+1.0775152e+0	+0.1343958e-2
+1.0460000e+2	+1.0830085e+0	+0.1321364e-2
+1.0480000e+2	+1.0720218e+0	+0.1370121e-2
+1.0500000e+2	+1.0793463e+0	+0.1357040e-2
+1.0520000e+2	+1.0775152e+0	+0.1341580e-2
+1.0540000e+2	+1.0762944e+0	+0.1362985e-2
+1.0560000e+2	+1.0750737e+0	+0.1347526e-2
+1.0580000e+2	+1.0854501e+0	+0.1382013e-2
+1.0600000e+2	+1.0750737e+0	+0.1317796e-2
+1.0620000e+2	+1.0939952e+0	+0.1335634e-2
+1.0640000e+2	+1.0891123e+0	+0.1345148e-2
+1.0660000e+2	+1.0817878e+0	+0.1332066e-2
+1.0680000e+2	+1.0817878e+0	+0.1318985e-2
+1.0700000e+2	+1.0805671e+0	+0.1336823e-2
+1.0720000e+2	+1.0781256e+0	+0.1345148e-2
+1.0740000e+2	+1.0817878e+0	+0.1317796e-2
+1.0760000e+2	+1.0811775e+0	+0.1361796e-2
+1.0780000e+2	+1.0860604e+0	+0.1346337e-2
+1.0800000e+2	+1.0830085e+0	+0.1339202e-2
+1.0820000e+2	+1.0787359e+0	+0.1345148e-2
+1.0840000e+2	+1.0793463e+0	+0.1378445e-2
+1.0860000e+2	+1.0769048e+0	+0.1340391e-2
+1.0880000e+2	+1.0799567e+0	+0.1341580e-2
+1.0900000e+2	+1.1086442e+0	+0.1310661e-2
+1.0920000e+2	+1.0994886e+0	+0.1324931e-2
+1.0940000e+2	+1.0915538e+0	+0.1333256e-2
+1.0960000e+2	+1.0897226e+0	+0.1382013e-2
+1.0980000e+2	+1.0988783e+0	+0.1310661e-2
+1.1000000e+2	+1.0878916e+0	+0.1380823e-2
+1.1020000e+2	+1.0854501e+0	+0.1348715e-2
+1.1040000e+2	+1.0793463e+0	+0.1380823e-2
+1.1060000e+2	+1.0878916e+0	+0.1367742e-2
+1.1080000e+2	+1.0769048e+0	+0.1349904e-2
+1.1100000e+2	+1.0756841e+0	+0.1360607e-2
+1.1120000e+2	+1.0732425e+0	+0.1352283e-2
+1.1140000e+2	+1.0701907e+0	+0.1346337e-2
+1.1160000e+2	+1.0701907e+0	+0.1352283e-2
+1.1180000e+2	+1.0750737e+0	+0.1301148e-2
+1.1200000e+2	+1.0665284e+0	+0.1339202e-2
+1.1220000e+2	+1.0701907e+0	+0.1345148e-2
+1.1240000e+2	+1.0714115e+0	+0.1324931e-2
+1.1260000e+2	+1.0695803e+0	+0.1352283e-2
+1.1280000e+2	+1.0720218e+0	+0.1401040e-2
+1.1300000e+2	+1.0738530e+0	+0.1367742e-2
+1.1320000e+2	+1.0744634e+0	+0.1332066e-2
+1.1340000e+2	+1.0732425e+0	+0.1326121e-2
+1.1360000e+2	+1.0726322e+0	+0.1368931e-2
+1.1380000e+2	+1.0744634e+0	+0.1358229e-2
+1.1400000e+2	+1.0744634e+0	+0.1309472e-2
+1.1420000e+2	+1.0750737e+0	+0.1341580e-2
+1.1440000e+2	+1.0708011e+0	+0.1341580e-2
+1.1460000e+2	+1.0708011e+0	+0.1358229e-2
+1.1480000e+2	+1.0665284e+0	+0.1339202e-2
+1.1500000e+2	+1.0689700e+0	+0.1339202e-2
+1.1520000e+2	+1.0701907e+0	+0.1339202e-2
+1.1540000e+2	+1.0689700e+0	+0.1326121e-2
+1.1560000e+2	+1.0683596e+0	+0.1320175e-2
+1.1580000e+2	+1.0762944e+0	+0.1316607e-2
+1.1600000e+2	+1.0781256e+0	+0.1326121e-2
+1.1620000e+2	+1.0756841e+0	+0.1341580e-2
+1.1640000e+2	+1.0830085e+0	+0.1345148e-2
+1.1660000e+2	+1.0811775e+0	+0.1310661e-2
+1.1680000e+2	+1.0769048e+0	+0.1362985e-2
+1.1700000e+2	+1.0799567e+0	+0.1343958e-2
+1.1720000e+2	+1.0811775e+0	+0.1330877e-2
+1.1740000e+2	+1.0842294e+0	+0.1305904e-2
+1.1760000e+2	+1.0793463e+0	+0.1327310e-2
+1.1780000e+2	+1.0842294e+0	+0.1352283e-2
+1.1800000e+2	+1.0732425e+0	+0.1347526e-2
+1.1820000e+2	+1.0781256e+0	+0.1366553e-2
+1.1840000e+2	+1.0830085e+0	+0.1352283e-2
+1.1860000e+2	+1.0732425e+0	+0.1341580e-2
+1.1880000e+2	+1.0775152e+0	+0.1342769e-2
+1.1900000e+2	+1.0897226e+0	+0.1372499e-2
+1.1920000e+2	+1.0769048e+0	+0.1346337e-2
+1.1940000e+2	+1.0854501e+0	+0.1323742e-2
+1.1960000e+2	+1.0860604e+0	+0.1349904e-2
+1.1980000e+2	+1.0793463e+0	+0.1327310e-2
+1.2000000e+2	+1.0872811e+0	+0.1329688e-2
+1.2020000e+2	+1.0939952e+0	+0.1353472e-2
+1.2040000e+2	+1.0872811e+0	+0.1371310e-2
+1.2060000e+2	+1.0848397e+0	+0.1321364e-2
+1.2080000e+2	+1.0842294e+0	+0.1376067e-2
+1.2100000e+2	+1.0854501e+0	+0.1332066e-2
+1.2120000e+2	+1.0854501e+0	+0.1339202e-2
+1.2140000e+2	+1.0891123e+0	+0.1351094e-2
+1.2160000e+2	+1.0811775e+0	+0.1320175e-2
+1.2180000e+2	+1.0836189e+0	+0.1362985e-2
+1.2200000e+2	+1.0738530e+0	+0.1326121e-2
+1.2220000e+2	+1.0787359e+0	+0.1329688e-2
+1.2240000e+2	+1.0891123e+0	+0.1334445e-2
+1.2260000e+2	+1.0878916e+0	+0.1334445e-2
+1.2280000e+2	+1.0885019e+0	+0.1329688e-2
+1.2300000e+2	+1.0811775e+0	+0.1324931e-2
+1.2320000e+2	+1.0842294e+0	+0.1305904e-2
+1.2340000e+2	+1.0769048e+0	+0.1328499e-2
+1.2360000e+2	+1.0714115e+0	+0.1333256e-2
+1.2380000e+2	+1.0744634e+0	+0.1326121e-2
+1.2400000e+2	+1.0714115e+0	+0.1370121e-2
+1.2420000e+2	+1.0775152e+0	+0.1334445e-2
+1.2440000e+2	+1.0701907e+0	+0.1311850e-2
+1.2460000e+2	+1.0732425e+0	+0.1328499e-2
+1.2480000e+2	+1.0683596e+0	+0.1342769e-2
+1.2500000e+2	+1.0744634e+0	+0.1333256e-2
+1.2520000e+2	+1.0750737e+0	+0.1340391e-2
+1.2540000e+2	+1.0744634e+0	+0.1333256e-2
+1.2560000e+2	+1.0671389e+0	+0.1332066e-2
+1.2580000e+2	+1.0695803e+0	+0.1335634e-2
+1.2600000e+2	+1.0659181e+0	+0.1339202e-2
+1.2620000e+2	+1.0634767e+0	+0.1345148e-2
+1.2640000e+2	+1.0653077e+0	+0.1342769e-2
+1.2660000e+2	+1.0665284e+0	+0.1305904e-2
+1.2680000e+2	+1.0683596e+0	+0.1362985e-2
+1.2700000e+2	+1.0653077e+0	+0.1334445e-2
+1.2720000e+2	+1.0634767e+0	+0.1348715e-2
+1.2740000e+2	+1.0677493e+0	+0.1355850e-2
+1.2760000e+2	+1.0708011e+0	+0.1321364e-2
+1.2780000e+2	+1.0671389e+0	+0.1328499e-2
+1.2800000e+2	+1.0659181e+0	+0.1309472e-2
+1.2820000e+2	+1.0775152e+0	+0.1362985e-2
+1.2840000e+2	+1.0659181e+0	+0.1314229e-2
+1.2860000e+2	+1.0665284e+0	+0.1327310e-2
+1.2880000e+2	+1.0714115e+0	+0.1324931e-2
+1.2900000e+2	+1.0622559e+0	+0.1318985e-2
+1.2920000e+2	+1.0659181e+0	+0.1322553e-2
+1.2940000e+2	+1.0762944e+0	+0.1328499e-2
+1.2960000e+2	+1.0616455e+0	+0.1324931e-2
+1.2980000e+2	+1.0762944e+0	+0.1314229e-2
+1.3000000e+2	+1.0793463e+0	+0.1333256e-2
+1.3020000e+2	+1.0701907e+0	+0.1320175e-2
+1.3040000e+2	+1.0732425e+0	+0.1342769e-2
+1.3060000e+2	+1.0805671e+0	+0.1301148e-2
+1.3080000e+2	+1.0823982e+0	+0.1314229e-2
+1.3100000e+2	+1.0854501e+0	+0.1338013e-2
+1.3120000e+2	+1.0836189e+0	+0.1305904e-2
+1.3140000e+2	+1.0775152e+0	+0.1324931e-2
+1.3160000e+2	+1.0848397e+0	+0.1347526e-2
+1.3180000e+2	+1.0872811e+0	+0.1333256e-2
+1.3200000e+2	+1.0793463e+0	+0.1324931e-2
+1.3220000e+2	+1.0823982e+0	+0.1324931e-2
+1.3240000e+2	+1.0842294e+0	+0.1309472e-2
+1.3260000e+2	+1.0878916e+0	+0.1305904e-2
+1.3280000e+2	+1.0897226e+0	+0.1345148e-2
+1.3300000e+2	+1.0921642e+0	+0.1360607e-2
+1.3320000e+2	+1.0885019e+0	+0.1330877e-2
+1.3340000e+2	+1.0799567e+0	+0.1308283e-2
+1.3360000e+2	+1.0830085e+0	+0.1324931e-2
+1.3380000e+2	+1.0897226e+0	+0.1322553e-2
+1.3400000e+2	+1.0799567e+0	+0.1320175e-2
+1.3420000e+2	+1.0830085e+0	+0.1351094e-2
+1.3440000e+2	+1.0817878e+0	+0.1358229e-2
+1.3460000e+2	+1.0659181e+0	+0.1310661e-2
+1.3480000e+2	+1.0708011e+0	+0.1320175e-2
+1.3500000e+2	+1.0750737e+0	+0.1351094e-2
+1.3520000e+2	+1.0683596e+0	+0.1327310e-2
+1.3540000e+2	+1.0744634e+0	+0.1332066e-2
+1.3560000e+2	+1.0750737e+0	+0.1335634e-2
+1.3580000e+2	+1.0640870e+0	+0.1330877e-2
+1.3600000e+2	+1.0610352e+0	+0.1322553e-2
+1.3620000e+2	+1.0592040e+0	+0.1341580e-2
+1.3640000e+2	+1.0683596e+0	+0.1354661e-2
+1.3660000e+2	+1.0616455e+0	+0.1322553e-2
+1.3680000e+2	+1.0567626e+0	+0.1326121e-2
+1.3700000e+2	+1.0604248e+0	+0.1318985e-2
+1.3720000e+2	+1.0604248e+0	+0.1348715e-2
+1.3740000e+2	+1.0659181e+0	+0.1341580e-2
+1.3760000e+2	+1.0634767e+0	+0.1311850e-2
+1.3780000e+2	+1.0665284e+0	+0.1329688e-2
+1.3800000e+2	+1.0640870e+0	+0.1342769e-2
+1.3820000e+2	+1.0708011e+0	+0.1366553e-2
+1.3840000e+2	+1.0762944e+0	+0.1343958e-2
+1.3860000e+2	+1.0683596e+0	+0.1341580e-2
+1.3880000e+2	+1.0714115e+0	+0.1355850e-2
+1.3900000e+2	+1.0750737e+0	+0.1358229e-2
+1.3920000e+2	+1.0683596e+0	+0.1358229e-2
+1.3940000e+2	+1.0726322e+0	+0.1332066e-2
+1.3960000e+2	+1.0799567e+0	+0.1326121e-2
+1.3980000e+2	+1.0726322e+0	+0.1343958e-2
+1.4000000e+2	+1.0732425e+0	+0.1353472e-2
+1.4020000e+2	+1.0854501e+0	+0.1313039e-2
+1.4040000e+2	+1.0744634e+0	+0.1341580e-2
+1.4060000e+2	+1.0830085e+0	+0.1320175e-2
+1.4080000e+2	+1.0830085e+0	+0.1329688e-2
+1.4100000e+2	+1.0860604e+0	+0.1324931e-2
+1.4120000e+2	+1.0787359e+0	+0.1347526e-2
+1.4140000e+2	+1.0885019e+0	+0.1322553e-2
+1.4160000e+2	+1.0854501e+0	+0.1347526e-2
+1.4180000e+2	+1.0781256e+0	+0.1343958e-2
+1.4200000e+2	+1.0921642e+0	+0.1345148e-2
+1.4220000e+2	+1.0878916e+0	+0.1322553e-2
+1.4240000e+2	+1.0897226e+0	+0.1333256e-2
+1.4260000e+2	+1.0897226e+0	+0.1354661e-2
+1.4280000e+2	+1.0854501e+0	+0.1328499e-2
+1.4300000e+2	+1.0891123e+0	+0.1373688e-2
+1.4320000e+2	+1.0854501e+0	+0.1336823e-2
+1.4340000e+2	+1.0872811e+0	+0.1342769e-2
+1.4360000e+2	+1.0830085e+0	+0.1333256e-2
+1.4380000e+2	+1.0823982e+0	+0.1348715e-2
+1.4400000e+2	+1.0817878e+0	+0.1313039e-2
+1.4420000e+2	+1.0823982e+0	+0.1346337e-2
+1.4440000e+2	+1.0744634e+0	+0.1349904e-2
+1.4460000e+2	+1.0769048e+0	+0.1374877e-2
+1.4480000e+2	+1.0793463e+0	+0.1329688e-2
+1.4500000e+2	+1.0701907e+0	+0.1318985e-2
+1.4520000e+2	+1.0799567e+0	+0.1359418e-2
+1.4540000e+2	+1.0793463e+0	+0.1313039e-2
+1.4560000e+2	+1.0671389e+0	+0.1334445e-2
+1.4580000e+2	+1.0744634e+0	+0.1324931e-2
+1.4600000e+2	+1.0799567e+0	+0.1332066e-2
+1.4620000e+2	+1.0701907e+0	+0.1334445e-2
+1.4640000e+2	+1.0781256e+0	+0.1353472e-2
+1.4660000e+2	+1.0811775e+0	+0.1330877e-2
+1.4680000e+2	+1.0720218e+0	+0.1321364e-2
+1.4700000e+2	+1.0744634e+0	+0.1332066e-2
+1.4720000e+2	+1.0762944e+0	+0.1342769e-2
+1.4740000e+2	+1.0738530e+0	+0.1351094e-2
+1.4760000e+2	+1.0732425e+0	+0.1355850e-2
+1.4780000e+2	+1.0750737e+0	+0.1301148e-2
+1.4800000e+2	+1.0811775e+0	+0.1349904e-2
+1.4820000e+2	+1.0732425e+0	+0.1328499e-2
+1.4840000e+2	+1.0756841e+0	+0.1358229e-2
+1.4860000e+2	+1.0726322e+0	+0.1326121e-2
+1.4880000e+2	+1.0714115e+0	+0.1291634e-2
+1.4900000e+2	+1.0677493e+0	+0.1317796e-2
+1.4920000e+2	+1.0750737e+0	+0.1329688e-2
+1.4940000e+2	+1.0695803e+0	+0.1348715e-2
+1.4960000e+2	+1.0775152e+0	+0.1310661e-2
+1.4980000e+2	+1.0830085e+0	+0.1301148e-2
+1.5000000e+2	+1.0726322e+0	+0.1313039e-2
+1.5020000e+2	+1.0781256e+0	+0.1343958e-2
+1.5040000e+2	+1.0781256e+0	+0.1332066e-2
+1.5060000e+2	+1.0689700e+0	+0.1313039e-2
+1.5080000e+2	+1.0805671e+0	+0.1316607e-2
+1.5100000e+2	+1.0732425e+0	+0.1326121e-2
+1.5120000e+2	+1.0701907e+0	+0.1352283e-2
+1.5140000e+2	+1.0842294e+0	+0.1348715e-2
+1.5160000e+2	+1.0799567e+0	+0.1303526e-2
+1.5180000e+2	+1.0683596e+0	+0.1327310e-2
+1.5200000e+2	+1.0787359e+0	+0.1307094e-2
+1.5220000e+2	+1.0756841e+0	+0.1351094e-2
+1.5240000e+2	+1.0695803e+0	+0.1302337e-2
+1.5260000e+2	+1.0854501e+0	+0.1345148e-2
+1.5280000e+2	+1.0921642e+0	+0.1334445e-2
+1.5300000e+2	+1.0817878e+0	+0.1333256e-2
+1.5320000e+2	+1.0891123e+0	+0.1320175e-2
+1.5340000e+2	+1.0915538e+0	+0.1348715e-2
+1.5360000e+2	+1.0897226e+0	+0.1301148e-2
+1.5380000e+2	+1.0897226e+0	+0.1326121e-2
+1.5400000e+2	+1.0872811e+0	+0.1338013e-2
+1.5420000e+2	+1.0927745e+0	+0.1313039e-2
+1.5440000e+2	+1.0921642e+0	+0.1345148e-2
+1.5460000e+2	+1.0891123e+0	+0.1329688e-2
+1.5480000e+2	+1.0872811e+0	+0.1336823e-2
+1.5500000e+2	+1.0897226e+0	+0.1339202e-2
+1.5520000e+2	+1.0897226e+0	+0.1305904e-2
+1.5540000e+2	+1.0891123e+0	+0.1330877e-2
+1.5560000e+2	+1.0878916e+0	+0.1317796e-2
+1.5580000e+2	+1.0878916e+0	+0.1297580e-2
+1.5600000e+2	+1.0872811e+0	+0.1301148e-2
+1.5620000e+2	+1.0915538e+0	+0.1324931e-2
+1.5640000e+2	+1.0878916e+0	+0.1355850e-2
+1.5660000e+2	+1.0939952e+0	+0.1327310e-2
+1.5680000e+2	+1.0897226e+0	+0.1329688e-2
+1.5700000e+2	+1.0921642e+0	+0.1324931e-2
+1.5720000e+2	+1.0909435e+0	+0.1353472e-2
+1.5740000e+2	+1.0872811e+0	+0.1334445e-2
+1.5760000e+2	+1.0891123e+0	+0.1302337e-2
+1.5780000e+2	+1.0854501e+0	+0.1332066e-2
+1.5800000e+2	+1.0775152e+0	+0.1333256e-2
+1.5820000e+2	+1.0756841e+0	+0.1332066e-2
+1.5840000e+2	+1.0769048e+0	+0.1301148e-2
+1.5860000e+2	+1.0799567e+0	+0.1324931e-2
+1.5880000e+2	+1.0787359e+0	+0.1320175e-2
+1.5900000e+2	+1.0750737e+0	+0.1303526e-2
+1.5920000e+2	+1.0793463e+0	+0.1342769e-2
+1.5940000e+2	+1.0762944e+0	+0.1342769e-2
+1.5960000e+2	+1.0799567e+0	+0.1334445e-2
+1.5980000e+2	+1.0860604e+0	+0.1328499e-2
+1.6000000e+2	+1.0817878e+0	+0.1330877e-2
+1.6020000e+2	+1.0817878e+0	+0.1324931e-2
+1.6040000e+2	+1.0762944e+0	+0.1320175e-2
+1.6060000e+2	+1.0744634e+0	+0.1322553e-2
+1.6080000e+2	+1.0762944e+0	+0.1340391e-2
+1.6100000e+2	+1.0805671e+0	+0.1324931e-2
+1.6120000e+2	+1.0787359e+0	+0.1353472e-2
+1.6140000e+2	+1.0750737e+0	+0.1305904e-2
+1.6160000e+2	+1.0689700e+0	+0.1322553e-2
+1.6180000e+2	+1.0726322e+0	+0.1324931e-2
+1.6200000e+2	+1.0726322e+0	+0.1358229e-2
+1.6220000e+2	+1.0720218e+0	+0.1310661e-2
+1.6240000e+2	+1.0732425e+0	+0.1346337e-2
+1.6260000e+2	+1.0817878e+0	+0.1305904e-2
+1.6280000e+2	+1.0720218e+0	+0.1299958e-2
+1.6300000e+2	+1.0787359e+0	+0.1342769e-2
+1.6320000e+2	+1.0762944e+0	+0.1310661e-2
+1.6340000e+2	+1.0762944e+0	+0.1304715e-2
+1.6360000e+2	+1.0830085e+0	+0.1345148e-2
